login,graph,degree_in,degree_out,betweenness,closeness,pagerank
Streamweaver,G1,0.0,0.000476,0.0,0.5,0.000288
SuhailArshad1122,G1,0.000476,0.0,0.0,0.0,0.0003
SyxBot,G1,0.000953,0.0,0.0,0.0,0.000414
TCoherence,G1,0.008099,0.002859,5.6e-05,0.5,0.005225
TRKNOVA,G1,0.0,0.000476,0.0,0.5,0.000288
Taciones,G1,0.0,0.000476,0.0,0.333333,0.000288
TannerBarcelos,G1,0.000476,0.000476,7e-06,0.5,0.000289
Tarasovych,G1,0.000953,0.000476,0.0,0.5,0.000779
Tayyaba-Akbar956,G1,0.001429,0.0,0.0,0.0,0.001043
TechDufus,G1,0.000953,0.0,0.0,0.0,0.000412
TechPreacher,G1,0.001906,0.0,0.0,0.0,0.00058
TechWatching,G1,0.001429,0.0,0.0,0.0,0.000383
Technikhighknee,G1,0.0,0.000476,0.0,0.5,0.000288
Tenith01,G1,0.002382,0.0,0.0,0.0,0.00104
Testimonial,G1,0.000953,0.0,0.0,0.0,0.000536
TheArKaID,G1,0.0,0.0,0.0,0.0,0.000288
TheManWhoLikesToCode,G1,0.001429,0.0,0.0,0.0,0.000548
TheNotoBarth,G1,0.000953,0.0,0.0,0.0,0.000303
TheUIinventor,G1,0.0,0.000476,0.0,0.5,0.000288
Thelastpoet,G1,0.0,0.000476,0.0,0.088561,0.000288
ThomasSteinbach,G1,0.0,0.000476,0.0,0.211514,0.000288
ThuySinhNhat,G1,0.000953,0.0,0.0,0.0,0.00035
Tiger-NG,G1,0.0,0.000476,0.0,0.333333,0.000288
TimJJTing,G1,0.002859,0.0,0.0,0.0,0.00139
Timothy-Guyon,G1,0.0,0.000476,0.0,0.333333,0.000288
TituxMetal,G1,0.0,0.000476,0.0,0.5,0.000288
TobiasFandrich,G1,0.0,0.000476,0.0,0.094231,0.000288
TortoiseWolfe,G1,0.000953,0.0,0.0,0.0,0.000295
TrentBartlem,G1,0.0,0.001906,0.0,0.091195,0.000288
Tuyendev47,G1,0.0,0.000476,0.0,0.5,0.000288
TyrelCB,G1,0.0,0.000476,0.0,0.5,0.000288
Tyunsen,G1,0.0,0.000476,0.0,0.5,0.000288
UmmeHabiba1312,G1,0.000953,0.0,0.0,0.0,0.000295
UndiFineD,G1,0.000476,0.0,0.0,0.0,0.0003
UpToDate5500,G1,0.0,0.0,0.0,0.0,0.000288
UrielCh,G1,0.0,0.000476,0.0,0.5,0.000288
V4G4X,G1,0.0,0.000953,0.0,0.5,0.000288
VATALU,G1,0.0,0.000476,0.0,0.5,0.000288
VaiYav,G1,0.000476,0.0,0.0,0.0,0.000293
ValentinPy1,G1,0.007623,0.0,0.0,0.0,0.002584
VamosCC,G1,0.0,0.000953,0.0,0.5,0.000288
Vamshi-Bantaram,G1,0.000476,0.0,0.0,0.0,0.000533
VardemisDatara,G1,0.000476,0.0,0.0,0.0,0.000293
VesperAkshay,G1,0.004288,0.0,0.0,0.0,0.001887
Vext-Labs,G1,0.0,0.0,0.0,0.0,0.000288
ViktorLi1988,G1,0.0,0.000476,0.0,0.11528,0.000288
Vipan-arintech,G1,0.0,0.000476,0.0,0.5,0.000288
WANGMAN-Echo,G1,0.000476,0.0,0.0,0.0,0.000293
WOLIKIMCHENG,G1,0.000953,0.0,0.0,0.0,0.000295
WangX0111,G1,0.000953,0.0,0.0,0.0,0.000295
Wavegoodvybe2929,G1,0.001429,0.0,0.0,0.0,0.000548
WhatIfWeDigDeeper,G1,0.0,0.000476,0.0,0.5,0.000288
WhiteGive-Boy,G1,0.000953,0.0,0.0,0.0,0.000295
WikiRik,G1,0.0,0.001906,0.0,0.15022,0.000288
WilliamMunch,G1,0.001906,0.0,0.0,0.0,0.000785
WilliamPeralta,G1,0.0,0.000476,0.0,0.5,0.000288
Windol,G1,0.0,0.0,0.0,0.0,0.000288
WinstonTG,G1,0.003811,0.000476,2e-06,0.5,0.00176
WoZ,G1,0.0,0.000476,0.0,0.5,0.000288
WolfgangFiedler,G1,0.0,0.000476,0.0,0.5,0.000288
Wompipomp,G1,0.0,0.000476,0.0,0.5,0.000288
Wu-Rua,G1,0.0,0.000476,0.0,0.333333,0.000288
XFGRASS,G1,0.0,0.000476,0.0,0.5,0.000288
XSKW11111,G1,0.0,0.000476,0.0,0.5,0.000288
Xain3,G1,0.0,0.000476,0.0,0.3,0.000288
XardasLord,G1,0.0,0.000476,0.0,0.5,0.000288
XhstormR,G1,0.0,0.000476,0.0,0.5,0.000288
Xpystum,G1,0.000953,0.0,0.0,0.0,0.000538
Xreath,G1,0.000476,0.0,0.0,0.0,0.000321
Yazurka,G1,0.0,0.000476,0.0,0.5,0.000288
YeduinM,G1,0.000476,0.0,0.0,0.0,0.000289
Yunus-Emre-Kaya,G1,0.0,0.000476,0.0,0.5,0.000288
Zachary-Higgins,G1,0.0,0.000476,0.0,0.25,0.000288
Zahrannnn,G1,0.000953,0.0,0.0,0.0,0.000325
Zalmez,G1,0.0,0.000476,0.0,0.5,0.000288
Zefex,G1,0.001906,0.0,0.0,0.0,0.001146
Zestpond,G1,0.0,0.000476,0.0,0.5,0.000288
Zhaoxiaoguang001,G1,0.000476,0.0,0.0,0.0,0.000291
Zzackllack,G1,0.0,0.000476,0.0,0.5,0.000288
a-holm,G1,0.000476,0.0,0.0,0.0,0.000289
a00110110011,G1,0.003335,0.0,0.0,0.0,0.001113
a76854,G1,0.000476,0.0,0.0,0.0,0.000411
aMuTeX,G1,0.000953,0.0,0.0,0.0,0.000721
aadi1295,G1,0.000476,0.0,0.0,0.0,0.000289
aadit33,G1,0.000476,0.0,0.0,0.0,0.000414
aaron-cardenas,G1,0.0,0.000476,0.0,0.5,0.000288
aaronbassett,G1,0.0,0.000476,0.0,0.5,0.000288
aaronrsun,G1,0.000953,0.000953,0.0,0.160606,0.000295
aasawa20,G1,0.001429,0.0,0.0,0.0,0.000555
aashish-ak,G1,0.005241,0.000476,2e-06,0.5,0.010818
ab22593k,G1,0.0,0.000476,0.0,0.5,0.000288
abdul-kabir-jawed,G1,0.000476,0.0,0.0,0.0,0.0003
abdull1986,G1,0.0,0.001429,0.0,0.333333,0.000288
abdurmasood,G1,0.001906,0.0,0.0,0.0,0.001563
abeds0,G1,0.000953,0.0,0.0,0.0,0.000295
accelas,G1,0.0,0.000476,0.0,0.5,0.000288
accesswatch,G1,0.001429,0.000476,0.0,0.5,0.000505
acmeguy,G1,0.000476,0.0,0.0,0.0,0.000293
acomito,G1,0.0,0.000476,0.0,0.108173,0.000288
acs,G1,0.0,0.0,0.0,0.0,0.000288
adam-paterson,G1,0.001429,0.002382,2.7e-05,0.428571,0.000304
adamhill,G1,0.0,0.001429,0.0,0.5,0.000288
adamjdavidson,G1,0.000476,0.0,0.0,0.0,0.000291
adamkwhite,G1,0.0,0.000476,0.0,0.5,0.000288
adarkazanli,G1,0.0,0.000953,0.0,0.375,0.000288
adaumann,G1,0.001429,0.0,0.0,0.0,0.000296
adnrewc,G1,0.0,0.000476,0.0,0.5,0.000288
adri4nlm,G1,0.000476,0.0,0.0,0.0,0.000291
adshrc,G1,0.0,0.000953,0.0,0.5,0.000288
aeltayeb,G1,0.000953,0.0,0.0,0.0,0.000295
aemr3,G1,0.003335,0.000953,1.7e-05,0.25,0.001136
aetos382,G1,0.0,0.000476,0.0,0.5,0.000288
afetter,G1,0.0,0.000476,0.0,0.077684,0.000288
afurm,G1,0.002382,0.000476,3e-06,0.5,0.000991
ageaxe,G1,0.001429,0.0,0.0,0.0,0.000779
agonzalez2014,G1,0.001906,0.0,0.0,0.0,0.000769
agriffard,G1,0.0,0.000476,0.0,0.5,0.000288
agzyamov,G1,0.001429,0.0,0.0,0.0,0.000783
ahaaje,G1,0.0,0.000476,0.0,0.5,0.000288
ahm22004,G1,0.0,0.000476,0.0,0.5,0.000288
ahmadabdalla,G1,0.002382,0.0,0.0,0.0,0.001065
ahmedelraei,G1,0.0,0.000476,0.0,0.5,0.000288
ahmet-cetinkaya,G1,0.003811,0.001429,1.9e-05,0.357143,0.00165
airtonGit,G1,0.003335,0.0,0.0,0.0,0.001383
airtonix,G1,0.002382,0.001429,0.000393,0.220588,0.002388
ajaxdude,G1,0.000476,0.0,0.0,0.0,0.0003
ajaxiis-rust,G1,0.001906,0.0,0.0,0.0,0.000913
akhil41,G1,0.0,0.000476,0.0,0.5,0.000288
aki-s,G1,0.0,0.000953,0.0,0.5,0.000288
akierum,G1,0.001906,0.0,0.0,0.0,0.000791
akleeko2,G1,0.006193,0.0,0.0,0.0,0.003988
akmur,G1,0.0,0.000476,0.0,0.5,0.000288
alandovskis,G1,0.0,0.000953,0.0,0.5,0.000288
alanmeadows,G1,0.000953,0.0,0.0,0.0,0.000295
albahrani,G1,0.0,0.001906,0.0,0.142562,0.000288
albertilagan,G1,0.000476,0.0,0.0,0.0,0.000289
aldonetti,G1,0.0,0.000476,0.0,0.333333,0.000288
alebar42,G1,0.0,0.000476,0.0,0.5,0.000288
alehar9320,G1,0.0,0.000476,0.0,0.3,0.000288
alessio-locatelli,G1,0.000476,0.0,0.0,0.0,0.0003
alex-vance,G1,0.0,0.000476,0.0,0.127841,0.000288
alex-zwingli,G1,0.000476,0.0,0.0,0.0,0.000293
alexandreLavenant,G1,0.0,0.000476,0.0,0.5,0.000288
alexhancock,G1,0.0,0.000476,0.0,0.5,0.000288
alexinslc,G1,0.000953,0.0,0.0,0.0,0.000293
alexjyong,G1,0.0,0.000476,0.0,0.160343,0.000288
alexnechyporenko,G1,0.002382,0.0,0.0,0.0,0.00127
alexrodio,G1,0.000476,0.0,0.0,0.0,0.000934
alfonsograziano,G1,0.002382,0.0,0.0,0.0,0.003344
alfredoperez,G1,0.000953,0.000476,3e-06,0.5,0.000295
aliha-smchs,G1,0.0,0.000476,0.0,0.088561,0.000288
alissalayla,G1,0.0,0.0,0.0,0.0,0.000288
aloysiusmartis,G1,0.0,0.0,0.0,0.0,0.000288
alparslankapani,G1,0.000476,0.0,0.0,0.0,0.000289
alvarobem,G1,0.0,0.000476,0.0,0.5,0.000288
alxdark,G1,0.0,0.000476,0.0,0.5,0.000288
alxvasilevvv,G1,0.0,0.000476,0.0,0.5,0.000288
amamiyayasi,G1,0.0,0.0,0.0,0.0,0.000288
amariani,G1,0.0,0.000476,0.0,0.5,0.000288
amaynez,G1,0.001906,0.0,0.0,0.0,0.000562
amehmeto,G1,0.0,0.000476,0.0,0.5,0.000288
amehrez,G1,0.0,0.0,0.0,0.0,0.000288
amerzad,G1,0.0,0.000476,0.0,0.5,0.000288
amirbadnjevic,G1,0.0,0.000476,0.0,0.333333,0.000288
amithegde,G1,0.002859,0.000476,3.7e-05,0.5,0.003587
amogower,G1,0.001906,0.0,0.0,0.0,0.000913
amondnet,G1,0.005241,0.004764,0.000563,0.180328,0.003044
amorino-agatha,G1,0.000476,0.0,0.0,0.0,0.000533
amosgeva,G1,0.0,0.000476,0.0,0.5,0.000288
amuzip,G1,0.000476,0.0,0.0,0.0,0.000293
amweiss,G1,0.000476,0.000476,1e-06,0.5,0.000291
anadale,G1,0.0,0.000476,0.0,0.5,0.000288
anantbaksh,G1,0.0,0.000476,0.0,0.5,0.000288
anasseth,G1,0.000953,0.000953,2e-06,0.5,0.000295
anchildress1,G1,0.001906,0.001429,0.000579,0.212484,0.000425
andre-menutole,G1,0.0,0.000953,0.0,0.333333,0.000288
andreaschiona,G1,0.0,0.000476,0.0,0.5,0.000288
andreswebs,G1,0.000953,0.0,0.0,0.0,0.000301
andrewpsp,G1,0.0,0.000476,0.0,0.5,0.000288
andrewvlgafc,G1,0.000476,0.0,0.0,0.0,0.000291
andyfischer,G1,0.0,0.000476,0.0,0.5,0.000288
andysg-hub,G1,0.0,0.000476,0.0,0.5,0.000288
anentropic,G1,0.0,0.000476,0.0,0.5,0.000288
anggaaryas,G1,0.001429,0.0,0.0,0.0,0.002289
anidotnet,G1,0.000953,0.0,0.0,0.0,0.000429
anli001024,G1,0.0,0.000476,0.0,0.11528,0.000288
ansonngch-Sephora,G1,0.0,0.000476,0.0,0.333333,0.000288
antdong,G1,0.000476,0.000476,0.0,0.5,0.000293
antimagetiny,G1,0.000476,0.000953,0.0,0.5,0.000289
anton-shomin,G1,0.0,0.000476,0.0,0.5,0.000288
antsok,G1,0.0,0.000476,0.0,0.5,0.000288
antst,G1,0.0,0.000476,0.0,0.5,0.000288
apexsloth,G1,0.0,0.000476,0.0,0.333333,0.000288
aprendendofelipe,G1,0.0,0.000476,0.0,0.5,0.000288
apshoemaker,G1,0.0,0.000953,0.0,0.5,0.000288
aqibmumtaz,G1,0.000476,0.0,0.0,0.0,0.0003
aqilaziz,G1,0.000953,0.0,0.0,0.0,0.000295
aragubas,G1,0.0,0.000476,0.0,0.5,0.000288
arampp,G1,0.0,0.000476,0.0,0.5,0.000288
archetyx,G1,0.0,0.0,0.0,0.0,0.000288
arctouch-paulagueiros,G1,0.0,0.001906,0.0,0.117904,0.000288
arkadiyk,G1,0.001429,0.0,0.0,0.0,0.000779
arkim86-JFK,G1,0.000476,0.0,0.0,0.0,0.000289
armingjazi,G1,0.0,0.0,0.0,0.0,0.000288
armoucar,G1,0.0,0.0,0.0,0.0,0.000288
armujahid,G1,0.002382,0.001429,2.5e-05,0.205882,0.002314
arnetkachev,G1,0.000953,0.0,0.0,0.0,0.000305
arrrlo,G1,0.001906,0.0,0.0,0.0,0.001218
arsalan98m,G1,0.000953,0.0,0.0,0.0,0.000534
arthur404dev,G1,0.0,0.0,0.0,0.0,0.000288
artk42,G1,0.0,0.000476,0.0,0.211514,0.000288
arun-gupta,G1,0.001429,0.000476,7e-06,0.5,0.000327
arundeep78,G1,0.0,0.000476,0.0,0.5,0.000288
arunt14,G1,0.000953,0.0,0.0,0.0,0.000295
aryzing,G1,0.0,0.000476,0.0,0.5,0.000288
ashbrener,G1,0.000953,0.0,0.0,0.0,0.000295
ashebanow,G1,0.0,0.000476,0.0,0.5,0.000288
ashleysommer,G1,0.0,0.000476,0.0,0.5,0.000288
asieduernest12,G1,0.0,0.000476,0.0,0.103604,0.000288
askpatrickw,G1,0.001429,0.0,0.0,0.0,0.000418
aspdev91,G1,0.000476,0.0,0.0,0.0,0.000483
astsu-dev,G1,0.0,0.000476,0.0,0.5,0.000288
atomleapdeveloper02,G1,0.0,0.000476,0.0,0.5,0.000288
auggie246,G1,0.0,0.000476,0.0,0.5,0.000288
aurexav,G1,0.004288,0.004764,0.000605,0.156163,0.001434
austinsonger,G1,0.000476,0.000476,0.0,0.5,0.0003
awlsring,G1,0.0,0.000953,0.0,0.375,0.000288
aww-aww,G1,0.0,0.0,0.0,0.0,0.000288
ayax79,G1,0.002382,0.0,0.0,0.0,0.001286
aybouzaglou,G1,0.0,0.000476,0.0,0.5,0.000288
ayesha-aziz123,G1,0.000953,0.0,0.0,0.0,0.000295
ayeshakhalid192007-dev,G1,0.000953,0.000953,2.2e-05,0.285714,0.000295
ayushin,G1,0.0,0.000953,0.0,0.5,0.000288
azaricstefan,G1,0.0,0.0,0.0,0.0,0.000288
azuma317,G1,0.0,0.0,0.0,0.0,0.000288
bailiangcn,G1,0.0,0.000476,0.0,0.5,0.000288
bakwan79,G1,0.000953,0.0,0.0,0.0,0.000534
barisgit,G1,0.000476,0.0,0.0,0.0,0.000291
barnent1,G1,0.000476,0.0,0.0,0.0,0.000289
barnjamin,G1,0.000953,0.0,0.0,0.0,0.000303
basicScandal,G1,0.0,0.0,0.0,0.0,0.000288
bassco,G1,0.0,0.000476,0.0,0.181818,0.000288
baveku,G1,0.000953,0.0,0.0,0.0,0.000295
bbrowning,G1,0.000953,0.0,0.0,0.0,0.000371
bcdonadio,G1,0.000953,0.000476,1e-05,0.5,0.000548
bcy446xd9d-netizen,G1,0.000476,0.0,0.0,0.0,0.000289
beager,G1,0.0,0.000476,0.0,0.5,0.000288
beerygaz,G1,0.0,0.000476,0.0,0.5,0.000288
beliaev-maksim,G1,0.000476,0.0,0.0,0.0,0.000291
ben-edgar,G1,0.001429,0.000953,0.000699,0.212484,0.002284
ben-heimberg,G1,0.0,0.000476,0.0,0.333333,0.000288
benadamdev,G1,0.000476,0.000476,0.0,0.5,0.0003
bengoug,G1,0.0,0.0,0.0,0.0,0.000288
benjaminmodayil,G1,0.0,0.000476,0.0,0.5,0.000288
benlau,G1,0.0,0.000476,0.0,0.5,0.000288
benoitheinrich,G1,0.0,0.001906,0.0,0.416667,0.000288
benzyc,G1,0.0,0.0,0.0,0.0,0.000288
berkantay,G1,0.0,0.000476,0.0,0.5,0.000288
best-shalom,G1,0.0,0.000476,0.0,0.5,0.000288
bethmaloney,G1,0.0,0.000476,0.0,0.5,0.000288
bgervin,G1,0.000476,0.0,0.0,0.0,0.000291
bgiardiello,G1,0.0,0.000476,0.0,0.5,0.000288
bhb603,G1,0.0,0.000476,0.0,0.5,0.000288
bhsimon97,G1,0.000953,0.0,0.0,0.0,0.000332
bibendi,G1,0.0,0.000476,0.0,0.5,0.000288
bicatu,G1,0.000953,0.0,0.0,0.0,0.000415
bigcan,G1,0.001429,0.0,0.0,0.0,0.000779
bigsmartben,G1,0.001429,0.0,0.0,0.0,0.000326
bilalpiaic,G1,0.000476,0.0,0.0,0.0,0.0003
bing5tui3,G1,0.0,0.000476,0.0,0.333333,0.000288
birdseyevue,G1,0.0,0.000476,0.0,0.5,0.000288
biruinan,G1,0.000476,0.0,0.0,0.0,0.0003
bixu,G1,0.0,0.000476,0.0,0.5,0.000288
bjuraga,G1,0.000476,0.0,0.0,0.0,0.000289
bkowshik,G1,0.0,0.000476,0.0,0.5,0.000288
black1good,G1,0.0,0.000476,0.0,0.269231,0.000288
blackcode1,G1,0.000953,0.0,0.0,0.0,0.000363
blackcrow-it,G1,0.0,0.000476,0.0,0.333333,0.000288
blackgirlbytes,G1,0.0,0.000476,0.0,0.5,0.000288
blade1981m,G1,0.000476,0.0,0.0,0.0,0.0003
blashinfa,G1,0.0,0.000476,0.0,0.5,0.000288
bleow,G1,0.0,0.000476,0.0,0.5,0.000288
bmcnaboe,G1,0.0,0.001429,0.0,0.5,0.000288
bobbui,G1,0.0,0.000476,0.0,0.5,0.000288
bobbyhuang-dev,G1,0.0,0.000476,0.0,0.5,0.000288
bodleytunes,G1,0.0,0.0,0.0,0.0,0.000288
bongiozzo,G1,0.0,0.000476,0.0,0.333333,0.000288
bonsai,G1,0.000476,0.0,0.0,0.0,0.0003
borederman,G1,0.0,0.000476,0.0,0.5,0.000288
borfast,G1,0.0,0.000476,0.0,0.5,0.000288
bpodlejski,G1,0.0,0.000476,0.0,0.5,0.000288
bradbalfour,G1,0.000476,0.0,0.0,0.0,0.000289
braffour,G1,0.000953,0.0,0.0,0.0,0.000534
brandon-braner,G1,0.001429,0.0,0.0,0.0,0.000855
branky,G1,0.000476,0.0,0.0,0.0,0.000293
brat002,G1,0.0,0.000476,0.0,0.127841,0.000288
brentarias,G1,0.0,0.000476,0.0,0.5,0.000288
brentrossen,G1,0.000953,0.0,0.0,0.0,0.000429
brianFrizzera,G1,0.0,0.000476,0.0,0.5,0.000288
briananderson1222,G1,0.000476,0.0,0.0,0.0,0.000533
brianluby,G1,0.000476,0.0,0.0,0.0,0.000291
briant-spindance,G1,0.001429,0.0,0.0,0.0,0.00055
brimdor,G1,0.0,0.000953,0.0,0.5,0.000288
brindasanthm,G1,0.001429,0.0,0.0,0.0,0.00079
brooke-hamilton,G1,0.000476,0.000476,0.0,0.5,0.000293
brunoborges,G1,0.000953,0.0,0.0,0.0,0.000292
bryantqo,G1,0.0,0.000476,0.0,0.5,0.000288
bsnyder,G1,0.0,0.000476,0.0,0.5,0.000288
bsquidwrd,G1,0.0,0.000476,0.0,0.5,0.000288
buck-0x,G1,0.001429,0.0,0.0,0.0,0.000974
bucweat,G1,0.000476,0.000476,8e-06,0.333333,0.000414
burberryonn,G1,0.0,0.0,0.0,0.0,0.000288
busbyjon,G1,0.0,0.000476,0.0,0.130435,0.000288
c05m1x,G1,0.000953,0.0,0.0,0.0,0.000421
c30ra,G1,0.000953,0.0,0.0,0.0,0.000415
caffbit,G1,0.0,0.0,0.0,0.0,0.000288
calexandre,G1,0.0,0.000476,0.0,0.102317,0.000288
callorange,G1,0.000953,0.0,0.0,0.0,0.000418
calvin-chung-calian-git,G1,0.0,0.0,0.0,0.0,0.000288
camiloborges,G1,0.000476,0.0,0.0,0.0,0.000289
campbells,G1,0.0,0.000476,0.0,0.5,0.000288
carlo42,G1,0.000953,0.0,0.0,0.0,0.000303
carlosfiori,G1,0.0,0.000476,0.0,0.5,0.000288
carmandale,G1,0.000953,0.0,0.0,0.0,0.000303
carolitascl,G1,0.000476,0.0,0.0,0.0,0.000289
carsten-wilhelm,G1,0.000476,0.0,0.0,0.0,0.000289
carter003,G1,0.0,0.001429,0.0,0.5,0.000288
cartmedia,G1,0.0,0.000476,0.0,0.333333,0.000288
cassiebreviu,G1,0.000953,0.000476,1e-06,0.5,0.000292
cazzoo,G1,0.0,0.000476,0.0,0.3,0.000288
cbaerikebc,G1,0.0,0.000476,0.0,0.5,0.000288
cccczl,G1,0.000953,0.0,0.0,0.0,0.000559
ccoles146,G1,0.0,0.000476,0.0,0.3,0.000288
cdaringe,G1,0.0,0.000476,0.0,0.333333,0.000288
cdeisler,G1,0.001429,0.0,0.0,0.0,0.000416
cedricvidal,G1,0.0,0.0,0.0,0.0,0.000288
ceotind,G1,0.000476,0.0,0.0,0.0,0.0003
ceppelli,G1,0.0,0.000476,0.0,0.119266,0.000288
cgondrovic-servpro,G1,0.0,0.000476,0.0,0.5,0.000288
chanezon,G1,0.0,0.0,0.0,0.0,0.000288
char-ykn,G1,0.000476,0.0,0.0,0.0,0.000289
charlie17,G1,0.0,0.0,0.0,0.0,0.000288
charlzdotdev,G1,0.0,0.000476,0.0,0.5,0.000288
cheapsteak,G1,0.001906,0.0,0.0,0.0,0.000754
chebyr,G1,0.000953,0.0,0.0,0.0,0.000303
chennakrishnaa,G1,0.0,0.000476,0.0,0.25,0.000288
chenry-me,G1,0.000476,0.0,0.0,0.0,0.000293
chenyinchang,G1,0.0,0.000476,0.0,0.5,0.000288
chezsmithy,G1,0.0,0.000476,0.0,0.090551,0.000288
chiddekel,G1,0.000476,0.0,0.0,0.0,0.000351
chordpli,G1,0.001906,0.000953,0.001292,0.13448,0.001436
chris-hatton,G1,0.000953,0.000476,0.0,0.5,0.000435
chrisleyva,G1,0.0,0.000476,0.0,0.25,0.000288
chrismeller,G1,0.0,0.000476,0.0,0.5,0.000288
chriso0710,G1,0.0,0.002859,0.0,0.4375,0.000288
chriswingler,G1,0.0,0.000476,0.0,0.5,0.000288
chronoB,G1,0.0,0.000476,0.0,0.5,0.000288
chsanch,G1,0.001429,0.0,0.0,0.0,0.000619
cianclarke,G1,0.0,0.000476,0.0,0.5,0.000288
ciaronnixon,G1,0.0,0.000476,0.0,0.333333,0.000288
citrez,G1,0.000476,0.0,0.0,0.0,0.000291
cityac,G1,0.0,0.0,0.0,0.0,0.000288
clmcgrath,G1,0.000476,0.0,0.0,0.0,0.000289
clsferguson,G1,0.0,0.001429,0.0,0.5,0.000288
cmhac,G1,0.0,0.000953,0.0,0.375,0.000288
cnhuz,G1,0.0,0.000476,0.0,0.5,0.000288
codedmart,G1,0.0,0.000476,0.0,0.5,0.000288
coderandhiker,G1,0.000476,0.0,0.0,0.0,0.000293
codewithme224,G1,0.0,0.000476,0.0,0.5,0.000288
codingoutloud,G1,0.000476,0.0,0.0,0.0,0.000289
codinronan,G1,0.0,0.000476,0.0,0.5,0.000288
codyNog,G1,0.000476,0.0,0.0,0.0,0.000289
codyseally,G1,0.0,0.000476,0.0,0.5,0.000288
cogell,G1,0.0,0.000476,0.0,0.5,0.000288
cohenjo,G1,0.0,0.000476,0.0,0.5,0.000288
colinbull,G1,0.0,0.000476,0.0,0.5,0.000288
colsonj,G1,0.002859,0.0,0.0,0.0,0.001526
cometzero,G1,0.000476,0.0,0.0,0.0,0.0003
conniemerritt,G1,0.000953,0.0,0.0,0.0,0.000589
cookiegg,G1,0.0,0.000476,0.0,0.5,0.000288
copilot-pull-request-reviewer[bot],G1,0.0,0.0,0.0,0.0,0.000288
copilot-swe-agent[bot],G1,0.0,0.0,0.0,0.0,0.000288
copton,G1,0.0,0.000476,0.0,0.5,0.000288
copyboy,G1,0.001429,0.0,0.0,0.0,0.000383
corbettbain,G1,0.0,0.000476,0.0,0.5,0.000288
corfor,G1,0.000476,0.0,0.0,0.0,0.000293
craftogrammer,G1,0.0,0.000476,0.0,0.102317,0.000288
cristhianu,G1,0.000476,0.0,0.0,0.0,0.000291
cristianuibar,G1,0.0,0.000476,0.0,0.269231,0.000288
crisweber2600,G1,0.000476,0.001429,0.0,0.119773,0.000289
crokobit,G1,0.0,0.000476,0.0,0.269231,0.000288
crostonj,G1,0.000476,0.0,0.0,0.0,0.000291
crumgary,G1,0.000953,0.0,0.0,0.0,0.000656
cruschke,G1,0.000476,0.0,0.0,0.0,0.000293
csvan,G1,0.000476,0.000476,0.0,0.5,0.000293
csveritas,G1,0.0,0.001429,0.0,0.5,0.000288
cswaas,G1,0.004764,0.000476,2e-06,0.5,0.002535
ctfhacker,G1,0.0,0.0,0.0,0.0,0.000288
ctrysbita,G1,0.0,0.000953,0.0,0.119519,0.000288
cyanolive,G1,0.000953,0.0,0.0,0.0,0.000534
cybermerlin,G1,0.000953,0.0,0.0,0.0,0.000493
cyliu0,G1,0.000953,0.0,0.0,0.0,0.000295
cyxer000,G1,0.000476,0.0,0.0,0.0,0.0003
czcz1024,G1,0.0,0.000476,0.0,0.103604,0.000288
czei,G1,0.000953,0.000953,0.0,0.5,0.000391
czer323,G1,0.000476,0.0,0.0,0.0,0.000289
d0whc3r,G1,0.000953,0.0,0.0,0.0,0.000293
da1z,G1,0.002859,0.0,0.0,0.0,0.000797
daebenji,G1,0.0,0.000476,0.0,0.5,0.000288
dagecko,G1,0.000953,0.0,0.0,0.0,0.000295
damnhandy,G1,0.0,0.000476,0.0,0.5,0.000288
dan-cooke,G1,0.000476,0.0,0.0,0.0,0.000289
dancer1325,G1,0.0,0.000476,0.0,0.222222,0.000288
dango85,G1,0.000476,0.0,0.0,0.0,0.000293
daniel-graham,G1,0.000953,0.0,0.0,0.0,0.000295
danieldekay,G1,0.000476,0.000476,7e-06,0.25,0.0003
danieleBennetts,G1,0.001906,0.000476,1e-06,0.5,0.00081
danielflorezjllo,G1,0.0,0.000476,0.0,0.102317,0.000288
danielmeppiel,G1,0.001429,0.0,0.0,0.0,0.000341
danielwestlake,G1,0.0,0.000476,0.0,0.210526,0.000288
danielxhampton,G1,0.0,0.000476,0.0,0.5,0.000288
danizord,G1,0.0,0.0,0.0,0.0,0.000288
danshuitaihejie,G1,0.0,0.0,0.0,0.0,0.000288
danstis,G1,0.0,0.000953,0.0,0.375,0.000288
dante01yoon,G1,0.001429,0.0,0.0,0.0,0.001024
danwashusen,G1,0.001429,0.001906,0.000243,0.3,0.001153
danwild,G1,0.002382,0.0,0.0,0.0,0.000905
danyow,G1,0.0,0.0,0.0,0.0,0.000288
daordonez11,G1,0.002382,0.0,0.0,0.0,0.001083
darcon77,G1,0.0,0.000476,0.0,0.090551,0.000288
darion-yaphet,G1,0.000953,0.0,0.0,0.0,0.000295
dariuszkowalski-com,G1,0.000476,0.0,0.0,0.0,0.000289
darkglow-net,G1,0.001429,0.0,0.0,0.0,0.000327
darkmule,G1,0.0,0.000476,0.0,0.5,0.000288
darkogj,G1,0.000476,0.0,0.0,0.0,0.0003
darrenrkb,G1,0.000953,0.0,0.0,0.0,0.000545
dasiths,G1,0.001429,0.000476,2.8e-05,0.5,0.001217
datspike,G1,0.0,0.000476,0.0,0.121749,0.000288
davehowell,G1,0.001429,0.0,0.0,0.0,0.000375
